wp1,wp2,wp3,wp4,wp5,wp6,wp7
0.391,0.222,0.395,0.331,0.521,0.263,0.303
0.386,0.254,0.919,0.364,0.374,0.329,0.328
0.466,0.37,0.939,0.523,0.495,0.421,0.404
0.566,0.466,0.949,0.534,0.399,0.421,0.379
0.586,0.497,0.949,0.645,0.308,0.303,0.429
0.546,0.556,0.949,0.601,0.455,0.395,0.682
0.551,0.693,0.958,0.678,0.642,0.697,0.884
0.416,0.693,0.978,0.777,0.632,0.816,0.909
0.231,0.667,0.978,0.777,0.602,0.789,0.934
0.09,0.762,0.978,0.826,0.622,0.789,0.934
0,0.815,0.978,0.893,0.753,0.816,0.934
0,0.788,0.978,0.915,0.602,0.829,0.934
0.06,0.698,0.978,0.92,0.49,0.842,0.934
0.376,0.735,0.978,0.893,0.647,0.803,0.934
0.732,0.815,0.978,0.942,0.693,0.855,0.934
0.917,0.831,0.958,0.964,0.748,0.842,0.934
0.932,0.899,0.899,0.975,0.763,0.868,0.934
0.877,0.942,0.929,0.981,0.733,0.882,0.934
0.556,0.947,0.879,0.683,0.597,0.882,0.934
0.406,0.952,0.791,0.49,0.42,0.882,0.934
0.381,0.952,0.939,0.468,0.217,0.868,0.934
0.351,0.968,0.84,0.518,0.243,0.842,0.884
0.286,0.979,0.751,0.54,0.066,0.803,0.808
0.261,0.963,0.721,0.733,0.506,0.711,0.682
0.246,0.958,0.573,0.59,0.652,0.816,0.859
0.336,0.963,0.84,0.837,0.698,0.855,0.884
0.336,0.899,0.682,0.865,0.839,0.697,0.707
0.361,0.767,0.662,0.645,0.89,0.789,0.808
0.396,0.704,0.672,0.843,0.945,0.829,0.606
0.336,0.582,0.84,0.821,0.95,0.658,0.707
0.306,0.444,0.919,0.7,0.95,0.789,0.808
0.341,0.344,0.929,0.788,0.925,0.803,0.859
0.286,0.455,0.909,0.755,0.87,0.803,0.833
0.261,0.54,0.949,0.793,0.834,0.855,0.808
0.266,0.45,0.949,0.86,0.905,0.829,0.859
0.236,0.497,0.85,0.865,0.713,0.816,0.859
0.286,0.587,0.82,0.882,0.379,0.842,0.833
0.286,0.667,0.949,0.898,0.319,0.855,0.884
0.286,0.741,0.958,0.887,0.303,0.855,0.909
0.266,0.751,0.939,0.865,0.324,0.842,0.909
0.236,0.841,0.909,0.854,0.768,0.829,0.859
0.241,0.889,0.771,0.826,0.859,0.842,0.884
0.175,0.884,0.85,0.821,0.88,0.855,0.909
0.226,0.878,0.623,0.804,0.935,0.868,0.934
0.261,0.862,0.603,0.876,0.935,0.868,0.934
0.246,0.788,0.543,0.804,0.956,0.789,0.884
0.271,0.714,0.435,0.76,0.956,0.803,0.909
0.256,0.603,0.267,0.749,0.95,0.763,0.833
0.18,0.471,0.247,0.727,0.935,0.632,0.682
0.165,0.339,0.326,0.59,0.935,0.434,0.581
0.155,0.259,0.415,0.38,0.91,0.329,0.278
0.115,0.185,0.445,0.358,0.829,0.342,0.328
0.1,0.175,0.326,0.413,0.824,0.355,0.328
0.135,0.148,0.277,0.336,0.804,0.197,0.227
0.155,0.116,0.188,0.193,0.814,0.132,0.152
0.13,0.153,0.158,0.083,0.708,0.079,0.076
0.1,0.079,0.099,0.061,0.698,0.092,0.051
0.09,0.021,0.079,0.039,0.637,0.026,0
0.08,0,0.128,0.006,0.688,0,0
0.04,0,0.089,0,0.501,0,0
0.045,0,0.119,0,0.49,0.013,0
0.045,0,0.148,0,0.42,0.013,0
0.035,0,0.059,0,0.324,0.026,0.025
0.02,0,0.02,0,0.217,0.026,0.051
0,0.005,0.04,0,0.207,0.013,0
0,0.042,0.059,0,0.152,0,0
0,0.069,0.069,0,0.207,0,0
0,0.111,0.148,0.088,0.167,0.066,0.051
0,0.148,0.178,0.154,0.152,0.197,0.202
0.02,0.201,0.198,0.171,0.137,0.197,0.253
0.045,0.381,0.168,0.182,0.177,0.118,0.227
0.025,0.683,0.128,0.066,0.182,0.171,0.177
0.035,0.783,0.138,0.072,0.228,0.184,0.278
0.045,0.857,0.138,0.127,0.253,0.132,0.328
0.05,0.852,0.099,0.259,0.313,0.197,0.354
0.055,0.836,0.109,0.314,0.197,0.316,0.303
0.045,0.878,0.168,0.231,0.131,0.329,0.48
0.04,0.937,0.247,0.386,0.101,0.329,0.53
0.1,0.937,0.227,0.402,0.106,0.395,0.657
0.08,0.937,0.119,0.424,0.035,0.408,0.505
0.05,0.942,0.099,0.501,0.081,0.461,0.455
0.06,0.921,0.059,0.49,0.04,0.474,0.379
0.065,0.915,0.069,0.474,0.03,0.421,0.278
0.055,0.878,0.049,0.474,0.051,0.421,0.354
0.05,0.751,0.059,0.386,0.051,0.461,0.303
0.055,0.783,0.119,0.408,0.091,0.474,0.354
0.045,0.661,0.119,0.314,0.157,0.316,0.303
0.09,0.598,0.128,0.127,0.243,0.184,0.202
0.085,0.413,0.227,0.154,0.268,0.158,0.101
0.085,0.323,0.287,0.077,0.288,0.105,0.152
0.125,0.27,0.336,0.248,0.425,0.224,0.202
0.125,0.233,0.395,0.309,0.44,0.368,0.379
0.115,0.132,0.405,0.182,0.374,0.211,0.253
0.075,0.095,0.692,0.215,0.268,0.132,0.227
0.065,0.016,0.534,0.132,0.172,0.079,0.429
0.07,0,0.603,0.171,0.056,0.092,0.354
0.1,0,0.583,0.182,0.015,0.118,0.429
0.14,0,0.435,0.099,0.005,0.118,0.303
0.12,0.032,0.543,0.006,0.273,0.039,0.076
0.09,0.021,0.395,0.017,0.672,0.039,0.076
0.055,0.048,0.346,0.259,0.819,0.197,0.126
0.05,0.122,0.257,0.182,0.809,0.158,0.126
0.06,0.101,0.208,0.298,0.885,0.197,0.177
0.055,0.09,0.089,0.32,0.91,0.184,0.177
0.025,0.153,0.079,0.198,0.91,0.132,0.177
0.03,0.127,0.04,0.066,0.9,0.066,0.051
0.045,0.021,0.02,0.05,0.768,0.066,0.025
0.025,0.011,0,0.039,0.415,0.053,0
0.02,0,0,0,0.288,0.026,0
0.03,0,0,0,0.263,0.013,0
0.02,0,0,0,0.167,0,0
0,0,0,0,0.02,0.013,0
0,0,0.01,0,0.02,0.026,0
0,0,0.03,0,0.005,0,0
0.005,0.005,0.059,0,0,0.039,0.076
0.04,0.042,0.099,0.011,0,0.092,0.152
0.12,0.079,0.208,0.072,0.071,0.132,0.152
0.15,0.037,0.208,0.099,0.187,0.132,0.152
0.195,0.032,0.168,0.193,0.248,0.105,0.101
0.165,0.079,0.128,0.143,0.187,0.092,0.051
0.185,0.196,0.198,0.083,0.142,0.079,0.051
0.15,0.243,0.277,0.138,0.086,0.132,0.152
0.125,0.18,0.346,0.121,0.046,0.118,0.177
0.12,0.132,0.237,0.116,0.076,0.092,0.152
0.125,0.143,0.178,0.193,0.253,0.105,0.051
0.185,0.159,0.287,0.193,0.293,0.092,0.051
0.185,0.132,0.346,0.105,0.404,0.079,0.051
0.185,0.148,0.188,0.033,0.349,0.066,0.076
0.155,0.111,0.178,0.006,0.298,0.026,0.025
0.125,0.063,0.119,0,0.531,0.066,0.051
0.055,0,0.138,0,0.561,0.026,0
0.02,0,0.099,0,0.693,0.013,0
0.02,0,0.03,0.006,0.602,0,0
0.05,0,0.03,0,0.561,0.013,0
0.03,0,0.049,0,0.526,0.026,0
0.02,0,0.059,0,0.404,0.066,0.025
0.015,0,0.059,0,0.384,0.039,0
0.025,0,0.079,0.011,0.415,0.013,0
0.01,0.016,0.059,0.017,0.364,0.013,0
0,0.026,0.099,0.011,0.248,0.013,0
0,0.058,0.178,0,0.212,0,0
0,0.079,0.119,0.011,0.243,0.039,0.025
0,0.175,0.099,0.006,0.222,0.039,0.025
0.01,0.233,0.119,0,0.167,0.013,0
0.015,0.206,0.03,0,0.152,0,0.025
0,0.291,0.01,0,0.121,0,0
0,0.27,0.03,0,0.071,0,0
0,0.238,0.059,0,0.025,0.026,0
0.01,0.238,0.079,0.006,0.02,0.053,0.025
0.025,0.27,0.099,0.039,0.025,0.066,0
0.01,0.339,0.059,0.055,0.03,0.066,0.051
0,0.455,0.059,0,0.015,0.039,0
0,0.513,0.069,0,0,0.026,0
0,0.598,0.148,0,0,0.013,0
0,0.646,0.287,0,0,0,0
0,0.661,0.267,0,0,0,0
0.005,0.635,0.296,0,0,0.026,0
0.025,0.519,0.287,0.011,0,0.066,0.025
0.045,0.434,0.593,0.006,0,0.092,0.101
0.055,0.402,0.603,0.028,0,0.118,0.152
0.075,0.508,0.672,0.11,0,0.105,0.126
0.125,0.598,0.553,0.121,0,0.132,0.126
0.185,0.63,0.543,0.017,0,0.118,0.101
0.195,0.815,0.692,0.11,0.015,0.158,0.076
0.231,0.81,0.81,0.171,0.025,0.158,0.253
0.351,0.937,0.741,0.457,0.01,0.329,0.48
0.306,0.878,0.632,0.386,0.02,0.382,0.455
0.316,0.915,0.415,0.534,0.02,0.395,0.631
0.251,0.942,0.247,0.606,0.056,0.474,0.732
0.266,0.931,0.109,0.49,0.04,0.487,0.606
0.336,0.894,0.128,0.518,0.061,0.592,0.657
0.441,0.952,0.188,0.545,0.056,0.645,0.682
0.411,0.979,0.306,0.529,0.076,0.513,0.732
0.391,0.979,0.375,0.253,0.051,0.25,0.303
0.321,0.979,0.435,0.435,0.137,0.355,0.429
0.216,0.974,0.553,0.672,0.207,0.645,0.783
0.346,0.974,0.652,0.275,0.521,0.461,0.859
0.702,0.974,0.87,0.567,0.713,0.526,0.833
0.652,0.963,0.939,0.843,0.627,0.803,0.859
0.682,0.968,0.978,0.882,0.632,0.855,0.859
0.762,0.942,0.978,0.887,0.642,0.842,0.884
0.837,0.926,0.939,0.683,0.592,0.868,0.909
0.882,0.915,0.909,0.76,0.779,0.882,0.884
0.752,0.905,0.958,0.97,0.743,0.868,0.884
0.652,0.889,0.919,0.92,0.945,0.855,0.884
0.747,0.937,0.968,0.937,0.93,0.868,0.884
0.837,0.937,0.978,0.964,0.915,0.882,0.934
0.917,0.931,0.978,0.959,0.935,0.868,0.96
0.937,0.857,0.978,0.915,0.935,0.868,0.96
0.947,0.794,0.978,0.876,0.95,0.855,0.934
0.947,0.852,0.978,0.612,0.94,0.75,0.934
0.917,0.899,0.978,0.722,0.94,0.803,0.934
0.772,0.878,0.978,0.65,0.956,0.816,0.934
0.767,0.825,0.899,0.799,0.956,0.605,0.758
0.767,0.82,0.949,0.86,0.956,0.487,0.429
0.737,0.794,0.8,0.766,0.956,0.513,0.429
0.727,0.741,0.899,0.612,0.956,0.487,0.53
0.722,0.667,0.958,0.777,0.956,0.789,0.732
0.617,0.603,0.968,0.937,0.961,0.842,0.884
0.742,0.603,0.958,0.92,0.966,0.842,0.884
0.777,0.63,0.929,0.931,0.966,0.842,0.909
0.787,0.677,0.968,0.926,0.966,0.842,0.884
0.782,0.783,0.968,0.904,0.95,0.842,0.909
0.777,0.81,0.978,0.931,0.966,0.855,0.909
0.782,0.852,0.968,0.904,0.961,0.855,0.909
0.777,0.862,0.968,0.887,0.966,0.868,0.934
0.777,0.921,0.968,0.92,0.966,0.882,0.934
0.767,0.915,0.949,0.948,0.966,0.882,0.934
0.777,0.91,0.81,0.948,0.966,0.868,0.934
0.757,0.884,0.464,0.937,0.966,0.868,0.934
0.662,0.873,0.445,0.926,0.966,0.882,0.909
0.612,0.825,0.405,0.926,0.956,0.868,0.909
0.642,0.831,0.375,0.86,0.859,0.868,0.909
0.637,0.661,0.484,0.738,0.799,0.816,0.884
0.451,0.513,0.435,0.689,0.698,0.789,0.859
0.501,0.524,0.346,0.639,0.763,0.632,0.758
0.476,0.46,0.346,0.65,0.763,0.539,0.631
0.331,0.36,0.346,0.545,0.607,0.487,0.556
0.231,0.27,0.158,0.342,0.445,0.303,0.328
0.175,0.143,0.178,0.242,0.576,0.25,0.328
0.17,0.085,0.049,0.165,0.48,0.211,0.303
0.105,0.069,0.02,0.088,0.389,0.132,0.152
0.04,0.09,0.02,0.039,0.394,0.079,0.076
0.02,0.037,0.04,0.011,0.359,0.053,0.025
0.015,0.021,0.01,0.017,0.228,0.039,0
0.01,0.016,0,0.017,0.061,0.013,0
0.02,0,0,0,0.061,0,0
0,0,0,0,0.076,0.013,0
0,0,0,0,0.086,0,0.025
0,0,0,0,0.066,0,0
0,0,0,0,0.035,0.026,0
0,0.011,0,0,0.02,0.013,0
0,0.048,0,0,0.01,0,0
0,0.122,0,0,0.025,0,0
0,0.169,0,0,0.035,0,0
0.01,0.175,0,0,0.025,0,0
0.035,0.201,0,0,0.056,0,0
0.025,0.354,0,0,0.147,0.026,0
0.04,0.492,0.02,0,0.131,0.026,0
0.05,0.656,0,0,0.142,0.053,0
0.04,0.614,0,0.006,0.147,0.066,0.051
0.02,0.466,0,0.033,0.121,0.105,0.025
0.02,0.534,0.01,0.066,0.081,0.105,0.076
0.04,0.804,0.02,0.083,0.086,0.132,0.101
0.065,0.794,0,0.099,0.071,0.132,0.076
0.105,0.646,0,0.132,0.025,0.132,0.101
0.09,0.587,0,0.259,0.015,0.211,0.202
0.13,0.492,0,0.369,0.01,0.329,0.354
0.14,0.381,0.049,0.209,0.035,0.224,0.227
0.206,0.339,0.128,0.248,0.131,0.197,0.152
0.296,0.243,0.208,0.22,0.167,0.368,0.227
0.341,0.159,0.188,0.512,0.111,0.579,0.429
0.256,0.058,0.217,0.601,0.162,0.645,0.455
0.271,0.032,0.346,0.402,0.091,0.526,0.455
0.271,0.296,0.217,0.364,0.02,0.434,0.328
0.17,0.529,0.109,0.375,0,0.421,0.379
0.175,0.757,0.119,0.32,0,0.316,0.227
0.271,0.81,0.188,0.336,0,0.289,0.303
0.331,0.577,0.198,0.441,0,0.539,0.48
0.316,0.656,0.306,0.463,0,0.526,0.53
0.326,0.741,0.336,0.391,0.005,0.434,0.48
0.376,0.735,0.425,0.408,0.086,0.434,0.48
0.331,0.741,0.711,0.628,0.238,0.539,0.505
0.276,0.767,0.445,0.716,0.243,0.75,0.732
0.381,0.63,0.494,0.634,0.394,0.592,0.581
0.501,0.64,0.464,0.435,0.374,0.487,0.328
0.381,0.466,0.375,0.226,0.303,0.303,0.152
0.251,0.741,0.247,0.209,0.334,0.184,0.076
0.266,0.688,0.277,0.204,0.394,0.224,0.076
0.13,0.64,0.326,0.248,0.359,0.171,0.076
0.185,0.402,0.445,0.231,0.308,0.184,0.202
0.231,0.206,0.731,0.331,0.263,0.329,0.354
0.095,0.339,0.524,0.507,0.339,0.474,0.581
0.18,0.45,0.455,0.562,0.581,0.487,0.53
0.386,0.471,0.613,0.65,0.541,0.487,0.631
0.361,0.487,0.702,0.65,0.566,0.513,0.53
0.291,0.55,0.682,0.601,0.586,0.711,0.758
0.206,0.603,0.514,0.573,0.571,0.724,0.758
0.15,0.571,0.366,0.49,0.824,0.605,0.631
0.376,0.593,0.257,0.579,0.551,0.566,0.505
0.246,0.423,0.138,0.496,0.48,0.539,0.48
0.16,0.249,0.059,0.441,0.511,0.382,0.429
0.125,0.185,0.059,0.391,0.41,0.276,0.101
0.125,0.206,0.049,0.336,0.283,0.184,0.152
0.09,0.143,0.03,0.237,0.344,0.197,0.227
0.065,0.175,0.03,0.281,0.308,0.303,0.177
0.035,0.058,0.01,0.116,0.157,0.224,0.152
0.06,0,0,0.099,0.076,0.066,0.076
0.045,0,0,0.017,0.101,0.039,0.051
0.03,0,0,0.006,0.091,0.013,0
0.015,0,0,0.028,0.046,0,0
0,0.048,0,0.011,0.066,0,0
0,0.069,0.01,0.044,0.101,0.013,0.025
0,0.032,0,0.055,0.152,0.013,0.076
0,0.048,0,0.099,0.096,0.026,0.076
0,0.042,0,0.132,0.03,0.079,0.101
0.015,0.032,0,0.077,0.01,0.066,0.076
0.01,0.016,0.069,0.033,0,0.039,0.076
0.025,0.063,0.128,0.061,0,0.079,0.126
0.03,0.106,0.188,0.044,0,0.105,0.051
0,0.058,0.079,0.05,0.01,0,0.152
0,0.032,0.079,0.006,0.005,0.039,0.101
0,0.011,0.049,0,0,0.013,0.025
0,0,0.01,0,0,0.013,0
0,0.042,0,0,0,0.013,0.025
0,0.159,0,0,0,0,0
0,0.143,0,0.028,0,0,0
0.01,0.122,0,0.055,0,0.053,0
0.015,0.164,0,0.055,0,0.092,0.051
0.015,0.143,0,0.066,0,0.079,0.101
0.02,0.101,0,0.077,0,0.079,0.076
0.015,0.111,0.02,0.061,0,0.092,0.076
0.02,0.116,0.01,0.193,0,0.211,0.152
0.055,0.302,0.049,0.226,0.025,0.118,0.101
0.07,0.593,0.069,0.198,0.056,0.066,0.051
0.085,0.799,0.148,0.187,0.081,0.158,0.177
0.075,0.82,0.306,0.182,0.091,0.526,0.606
0.1,0.831,0.366,0.353,0.101,0.605,0.732
0.175,0.899,0.405,0.645,0.056,0.658,0.808
0.266,0.847,0.613,0.843,0.121,0.724,0.909
0.301,0.598,0.761,0.876,0.238,0.789,0.909
0.366,0.751,0.781,0.815,0.425,0.763,0.909
0.466,0.709,0.879,0.826,0.521,0.75,0.808
0.571,0.46,0.85,0.755,0.586,0.803,0.884
0.677,0.704,0.86,0.843,0.677,0.711,0.884
0.722,0.757,0.889,0.694,0.561,0.711,0.833
0.837,0.772,0.781,0.711,0.374,0.632,0.505
0.632,0.852,0.563,0.7,0.233,0.539,0.404
0.416,0.73,0.771,0.738,0.283,0.842,0.783
0.306,0.333,0.455,0.86,0.399,0.829,0.859
0.401,0.196,0.366,0.887,0.672,0.803,0.758
0.396,0.09,0.593,0.865,0.839,0.855,0.657
0.351,0.037,0.662,0.799,0.581,0.763,0.783
0.386,0.011,0.395,0.595,0.526,0.618,0.581
0.241,0.048,0.326,0.331,0.581,0.421,0.328
0.12,0.058,0.287,0.242,0.465,0.342,0.253
0.085,0.058,0.306,0.083,0.369,0.158,0.202
0.095,0.058,0.455,0.011,0.516,0.079,0.101
0.1,0.148,0.326,0,0.526,0.053,0
0.06,0.206,0.168,0,0.329,0.026,0
0.045,0.249,0.138,0,0.495,0.013,0
0.025,0.349,0.099,0,0.526,0,0
0.025,0.439,0.04,0,0.495,0.013,0
0.02,0.556,0.02,0,0.571,0.013,0
0.005,0.688,0,0,0.283,0,0
0,0.757,0,0,0.137,0,0
0,0.81,0,0,0.071,0,0
0,0.873,0.01,0,0.025,0.026,0
0,0.894,0.03,0,0.02,0.039,0.025
0,0.915,0.049,0.006,0.03,0.092,0.076
0,0.952,0.089,0.039,0.03,0.158,0.101
0.035,0.974,0.099,0.149,0.015,0.158,0.126
0.065,0.979,0.128,0.171,0,0.184,0.152
0.11,0.979,0.138,0.226,0,0.211,0.253
0.261,0.979,0.336,0.369,0,0.421,0.48
0.411,0.974,0.81,0.523,0,0.632,0.631
0.411,0.905,0.889,0.7,0,0.579,0.682
0.361,0.735,0.919,0.771,0.03,0.658,0.783
0.471,0.836,0.939,0.843,0.066,0.816,0.909
0.607,0.815,0.919,0.937,0.02,0.868,0.909
0.667,0.783,0.899,0.981,0,0.882,0.909
0.677,0.767,0.929,0.981,0.217,0.868,0.859
0.632,0.799,0.929,0.981,0.308,0.868,0.808
0.591,0.741,0.919,0.964,0.374,0.868,0.833
0.807,0.741,0.929,0.953,0.526,0.855,0.859
0.757,0.624,0.929,0.909,0.688,0.842,0.833
0.782,0.688,0.929,0.904,0.844,0.75,0.707
0.787,0.593,0.929,0.942,0.784,0.789,0.732
0.822,0.556,0.929,0.909,0.774,0.816,0.859
0.777,0.407,0.929,0.848,0.839,0.868,0.934
0.787,0.365,0.909,0.915,0.854,0.868,0.934
0.797,0.254,0.86,0.893,0.794,0.868,0.934
0.787,0.116,0.81,0.815,0.728,0.855,0.884
0.732,0.101,0.84,0.865,0.875,0.855,0.884
0.697,0.153,0.791,0.865,0.865,0.526,0.859
0.737,0.407,0.87,0.893,0.91,0.526,0.859
0.762,0.503,0.86,0.832,0.95,0.789,0.859
0.602,0.608,0.791,0.667,0.956,0.776,0.783
0.622,0.571,0.85,0.612,0.956,0.566,0.631
0.707,0.698,0.83,0.645,0.945,0.5,0.404
0.647,0.746,0.81,0.722,0.94,0.461,0.404
0.581,0.788,0.771,0.242,0.956,0.382,0.48
0.481,0.772,0.721,0,0.956,0.105,0.455
0.306,0.619,0.692,0,0.935,0.026,0.076
0.221,0.487,0.415,0,0.844,0.013,0
0.216,0.339,0.178,0,0.779,0.013,0
0.261,0.28,0.059,0,0.48,0,0
0.366,0.265,0.04,0,0.324,0,0
0.326,0.286,0,0,0.172,0,0
0.251,0.201,0,0,0.147,0,0
0.185,0.111,0,0,0.167,0,0
0.055,0.042,0.01,0,0.131,0,0
0,0,0.069,0,0.046,0.026,0.076
0,0,0.158,0,0.005,0.026,0.101
0,0,0.138,0,0.025,0.013,0.025
0,0.005,0.03,0,0.005,0.053,0
0.02,0.085,0.079,0.039,0.02,0.105,0.051
0.045,0.053,0.119,0.05,0.02,0.118,0.126
0.035,0.016,0.079,0.039,0.035,0.145,0.152
0.05,0.005,0.04,0.028,0.066,0.092,0.076
0.03,0.085,0.03,0.017,0.056,0.026,0.025
0.085,0.228,0.158,0.088,0.035,0.079,0.152
0.211,0.413,0.277,0.314,0.02,0.276,0.354
0.426,0.593,0.267,0.529,0.02,0.329,0.48
0.471,0.73,0.237,0.705,0.035,0.526,0.606
0.456,0.841,0.326,0.683,0.051,0.566,0.682
0.536,0.825,0.84,0.628,0.066,0.579,0.732
0.632,0.91,0.87,0.727,0.106,0.632,0.707
0.682,0.905,0.781,0.788,0.263,0.724,0.682
0.807,0.762,0.721,0.65,0.319,0.566,0.606
0.697,0.714,0.613,0.678,0.556,0.75,0.833
0.652,0.698,0.682,0.579,0.774,0.789,0.758
0.682,0.614,0.692,0.623,0.92,0.789,0.682
0.662,0.381,0.613,0.689,0.92,0.842,0.732
0.652,0.296,0.642,0.777,0.93,0.855,0.808
0.677,0.545,0.682,0.848,0.925,0.816,0.783
0.647,0.772,0.682,0.893,0.91,0.816,0.833
0.647,0.72,0.632,0.821,0.89,0.789,0.783
0.647,0.63,0.474,0.848,0.915,0.776,0.808
0.707,0.45,0.435,0.749,0.93,0.684,0.758
0.667,0.402,0.326,0.672,0.915,0.579,0.581
0.591,0.349,0.237,0.694,0.779,0.395,0.455
0.586,0.317,0.138,0.623,0.703,0.408,0.429
0.446,0.175,0.099,0.275,0.768,0.355,0.404
0.481,0.19,0.109,0.303,0.642,0.25,0.455
0.466,0.095,0.217,0.634,0.829,0.408,0.379
0.426,0.148,0.168,0.556,0.703,0.803,0.48
0.341,0.228,0.217,0.562,0.526,0.724,0.53
0.301,0.27,0.119,0.639,0.329,0.645,0.53
0.246,0.249,0.148,0.49,0.334,0.539,0.354
0.221,0.344,0.375,0.209,0.253,0.474,0.379
0.185,0.36,0.494,0.187,0.293,0.355,0.253
0.12,0.317,0.435,0.176,0.238,0.132,0.076
0.035,0.217,0.395,0.11,0.263,0.066,0.025
0.085,0.206,0.188,0.099,0.202,0.026,0
0.17,0.127,0.208,0.039,0.096,0.039,0.101
0.155,0.111,0.356,0.044,0.005,0.026,0.253
0.226,0.048,0.227,0.011,0.061,0.039,0.379
0.331,0.026,0.484,0,0.046,0.013,0.278
0.175,0.058,0.375,0,0.02,0,0.126
0.05,0.053,0.464,0.006,0.01,0,0
0.03,0.005,0.445,0,0,0.013,0.025
0.05,0.005,0.346,0,0,0.079,0
0.14,0,0.178,0.006,0,0.053,0.025
0.266,0.011,0.099,0.006,0,0.105,0.076
0.326,0.048,0.158,0.006,0.015,0.105,0.152
0.266,0.021,0.247,0.028,0.04,0.132,0.202
0.175,0.005,0.375,0.028,0.061,0.132,0.202
0.11,0.011,0.237,0.006,0.04,0.105,0.101
0.12,0.048,0.306,0.055,0.005,0.211,0.253
0.236,0.069,0.474,0.066,0,0.171,0.253
0.271,0.074,0.613,0.083,0.061,0.171,0.227
0.326,0.042,0.632,0.116,0.197,0.197,0.126
0.331,0.005,0.563,0.061,0.344,0.132,0.202
0.316,0.005,0.692,0.066,0.571,0.132,0.202
0.296,0,0.82,0.028,0.581,0.118,0.177
0.206,0,0.711,0.044,0.339,0.092,0.177
0.185,0,0.771,0.028,0.273,0.079,0.202
0.216,0,0.761,0.127,0.248,0.118,0.227
0.17,0.09,0.642,0.22,0.324,0.118,0.253
0.185,0.143,0.603,0.176,0.273,0.303,0.455
0.18,0.228,0.593,0.105,0.248,0.316,0.379
0.185,0.286,0.593,0.094,0.253,0.184,0.253
0.18,0.217,0.534,0.094,0.268,0.132,0.328
0.12,0.18,0.455,0.044,0.243,0.079,0.227
0.065,0.175,0.306,0.017,0.131,0.079,0.101
0.045,0.138,0.583,0,0.091,0.039,0.025
0.075,0.101,0.435,0,0.096,0.013,0
0.1,0.069,0.346,0,0.091,0.026,0
0.1,0.095,0.267,0,0.106,0.026,0
0.065,0.063,0.168,0,0.152,0.013,0
0.025,0.09,0.267,0,0.192,0.039,0
0.04,0.143,0.267,0.05,0.187,0.105,0
0.035,0.185,0.217,0.099,0.167,0.158,0.051
0.075,0.101,0.227,0.072,0.263,0.197,0.076
0.13,0.085,0.375,0.121,0.303,0.145,0.152
0.216,0.196,0.474,0.281,0.298,0.145,0.227
0.361,0.344,0.346,0.231,0.283,0.171,0.177
0.441,0.45,0.178,0.149,0.212,0.105,0.101
0.391,0.524,0.188,0.017,0.182,0.026,0.101
0.381,0.45,0.425,0.165,0.101,0.013,0
0.256,0.439,0.099,0.391,0.061,0.408,0.101
0.251,0.566,0.089,0.336,0.03,0.211,0.732
0.185,0.439,0.099,0.364,0.005,0.158,0.556
0.321,0.312,0.079,0.044,0.005,0.039,0.303
0.135,0.302,0.069,0.083,0.005,0,0.227
0.15,0.302,0.079,0.132,0.01,0.079,0.253
0.165,0.312,0.099,0.061,0.005,0.079,0.177
0.04,0.291,0.168,0.248,0.01,0.026,0.227
0,0.249,0.059,0.094,0,0.013,0.126
0,0.185,0.099,0.006,0,0,0.025
0.005,0.164,0.178,0,0.005,0,0
0.005,0.19,0.128,0,0,0,0
0,0.296,0.109,0,0.015,0,0
0,0.376,0.069,0,0.015,0.013,0
0.005,0.434,0.069,0,0.03,0.013,0
0.01,0.64,0.089,0.094,0.056,0.026,0.025
0.065,0.81,0.217,0.198,0.096,0.105,0.177
0.286,0.91,0.306,0.226,0.177,0.092,0.253
0.246,0.958,0.356,0.413,0.197,0.237,0.379
0.301,0.963,0.494,0.43,0.248,0.276,0.505
0.376,0.958,0.504,0.606,0.248,0.342,0.657
0.291,0.968,0.514,0.678,0.238,0.526,0.808
0.311,0.889,0.514,0.727,0.187,0.605,0.732
0.431,0.868,0.534,0.771,0.101,0.592,0.682
0.466,0.91,0.435,0.755,0.066,0.632,0.758
0.416,0.91,0.395,0.777,0.071,0.789,0.833
0.321,0.868,0.346,0.771,0.071,0.789,0.859
0.226,0.947,0.188,0.722,0.106,0.671,0.732
0.256,0.968,0.128,0.683,0.172,0.645,0.732
0.411,0.852,0.109,0.628,0.147,0.566,0.732
0.476,0.947,0.138,0.595,0.167,0.5,0.707
0.276,0.905,0.049,0.634,0.187,0.342,0.606
0.17,0.852,0.079,0.32,0.121,0.118,0.354
0.05,0.741,0.069,0.105,0.076,0.066,0.152
0.055,0.72,0.059,0.05,0.061,0.039,0.051
0.075,0.73,0.01,0.061,0.056,0.039,0.051
0.11,0.72,0.03,0.094,0.04,0.066,0.076
0.165,0.683,0.128,0.132,0.015,0.105,0.101
0.14,0.661,0.198,0.143,0.02,0.158,0.101
0.055,0.72,0.148,0.198,0.04,0.171,0.101
0.1,0.905,0.01,0.43,0.046,0.368,0.379
0.271,0.974,0.158,0.562,0.061,0.539,0.657
0.361,0.968,0.356,0.755,0.025,0.605,0.783
0.516,0.963,0.296,0.661,0.025,0.513,0.631
0.576,0.926,0.425,0.562,0.01,0.474,0.682
0.607,0.873,0.425,0.534,0.01,0.421,0.581
0.602,0.841,0.356,0.656,0,0.605,0.783
