wp1,wp2,wp3,wp4,wp5,wp6,wp7
0.922,0.735,0.978,0.953,0.789,0.513,0.934
0.922,0.757,0.978,0.937,0.784,0.513,0.934
0.917,0.82,0.978,0.926,0.561,0.513,0.934
0.917,0.841,0.968,0.915,0.723,0.513,0.934
0.812,0.788,0.949,0.898,0.935,0.5,0.934
0.797,0.788,0.978,0.86,0.966,0.461,0.934
0.792,0.847,0.978,0.804,0.95,0.474,0.96
0.767,0.878,0.929,0.937,0.693,0.5,0.934
0.652,0.82,0.702,0.948,0.551,0.5,0.909
0.421,0.677,0.85,0.909,0.142,0.5,0.631
0.391,0.487,0.919,0.815,0.248,0.487,0.783
0.281,0.328,0.978,0.749,0.829,0.5,0.884
0.501,0.413,0.751,0.733,0.905,0.513,0.934
0.677,0.455,0.296,0.86,0.956,0.526,0.934
0.712,0.429,0.375,0.573,0.966,0.526,0.934
0.667,0.349,0.306,0.595,0.966,0.526,0.934
0.672,0.286,0.267,0.799,0.94,0.526,0.934
0.682,0.212,0.405,0.777,0.945,0.526,0.934
0.677,0.243,0.662,0.865,0.966,0.526,0.934
0.672,0.206,0.968,0.766,0.966,0.474,0.934
0.672,0.392,0.978,0.771,0.88,0.513,0.934
0.672,0.434,0.978,0.799,0.92,0.513,0.934
0.677,0.503,0.978,0.815,0.961,0.513,0.934
0.667,0.677,0.978,0.821,0.854,0.513,0.934
0.657,0.598,0.978,0.804,0.865,0.513,0.934
0.642,0.392,0.978,0.799,0.89,0.513,0.934
0.672,0.317,0.978,0.678,0.94,0.5,0.934
0.667,0.333,0.978,0.733,0.865,0.513,0.934
0.652,0.381,0.978,0.788,0.91,0.513,0.934
0.632,0.392,0.939,0.821,0.713,0.513,0.934
0.707,0.317,0.978,0.81,0.602,0.513,0.934
0.792,0.249,0.978,0.832,0.885,0.513,0.934
0.887,0.265,0.978,0.837,0.966,0.5,0.934
0.872,0.143,0.978,0.86,0.961,0.513,0.909
0.907,0.116,0.978,0.837,0.95,0.526,0.909
0.902,0.153,0.978,0.86,0.95,0.526,0.934
0.917,0.042,0.978,0.882,0.925,0.526,0.909
0.912,0.079,0.978,0.793,0.925,0.526,0.934
0.917,0.37,0.978,0.678,0.956,0.526,0.934
0.932,0.693,0.978,0.667,0.961,0.526,0.934
0.922,0.778,0.978,0.639,0.956,0.526,0.934
0.922,0.804,0.978,0.595,0.89,0.526,0.934
0.927,0.831,0.978,0.612,0.849,0.526,0.934
0.912,0.857,0.978,0.661,0.865,0.526,0.934
0.912,0.81,0.978,0.793,0.92,0.526,0.934
0.872,0.746,0.949,0.777,0.935,0.526,0.934
0.872,0.751,0.949,0.815,0.935,0.526,0.934
0.877,0.841,0.968,0.821,0.94,0.526,0.909
0.827,0.799,0.968,0.832,0.925,0.526,0.934
0.827,0.762,0.978,0.826,0.935,0.526,0.909
0.842,0.767,0.978,0.826,0.92,0.526,0.909
0.822,0.709,0.949,0.821,0.93,0.526,0.909
0.747,0.72,0.929,0.815,0.93,0.526,0.909
0.777,0.714,0.958,0.815,0.935,0.526,0.934
0.827,0.714,0.968,0.832,0.94,0.579,0.934
0.857,0.714,0.949,0.843,0.94,0.855,0.934
0.892,0.72,0.968,0.826,0.94,0.855,0.934
0.917,0.751,0.968,0.843,0.945,0.868,0.934
0.917,0.698,0.978,0.826,0.956,0.855,0.934
0.932,0.72,0.978,0.832,0.961,0.882,0.934
0.927,0.73,0.978,0.815,0.961,0.882,0.934
0.887,0.672,0.958,0.804,0.961,0.882,0.934
0.872,0.63,0.82,0.821,0.966,0.882,0.934
0.917,0.656,0.375,0.821,0.966,0.882,0.934
0.877,0.698,0.425,0.804,0.961,0.882,0.934
0.837,0.704,0.415,0.81,0.95,0.868,0.909
0.867,0.794,0.534,0.832,0.956,0.855,0.909
0.752,0.757,0.474,0.826,0.945,0.882,0.934
0.772,0.667,0.524,0.837,0.92,0.868,0.934
0.837,0.603,0.82,0.843,0.88,0.882,0.909
0.747,0.566,0.879,0.832,0.859,0.868,0.909
0.637,0.661,0.82,0.793,0.859,0.829,0.859
0.722,0.667,0.524,0.661,0.915,0.697,0.808
0.837,0.608,0.425,0.49,0.915,0.5,0.556
0.667,0.407,0.267,0.545,0.905,0.487,0.379
0.521,0.222,0.257,0.446,0.814,0.316,0.303
0.491,0.28,0.257,0.292,0.743,0.237,0.152
0.351,0.545,0.316,0.264,0.779,0.171,0.076
0.451,0.735,0.287,0.143,0.728,0.145,0.227
0.341,0.683,0.217,0.342,0.526,0.342,0.429
0.326,0.471,0.247,0.358,0.217,0.447,0.379
0.411,0.222,0.208,0.551,0.268,0.421,0.429
0.451,0.143,0.296,0.562,0.349,0.566,0.707
0.446,0.138,0.395,0.556,0.597,0.75,0.758
0.466,0.19,0.425,0.579,0.551,0.737,0.783
0.431,0.159,0.445,0.556,0.642,0.75,0.758
0.466,0.217,0.356,0.518,0.597,0.75,0.682
0.662,0.28,0.603,0.59,0.667,0.618,0.53
0.707,0.392,0.958,0.799,0.753,0.671,0.556
0.717,0.593,0.879,0.843,0.87,0.816,0.682
0.702,0.751,0.899,0.848,0.844,0.776,0.505
0.722,0.646,0.939,0.86,0.728,0.737,0.707
0.842,0.598,0.899,0.837,0.49,0.829,0.783
0.812,0.54,0.81,0.882,0.667,0.882,0.833
0.792,0.577,0.86,0.882,0.768,0.829,0.833
0.792,0.635,0.87,0.887,0.814,0.842,0.833
0.747,0.561,0.791,0.909,0.839,0.829,0.758
0.727,0.275,0.899,0.848,0.88,0.711,0.606
0.637,0.069,0.919,0.793,0.859,0.645,0.556
0.596,0.079,0.919,0.854,0.92,0.868,0.833
0.727,0.085,0.682,0.837,0.94,0.855,0.934
0.862,0.185,0.573,0.678,0.945,0.868,0.884
0.902,0.185,0.553,0.76,0.92,0.737,0.732
0.792,0.407,0.405,0.485,0.94,0.605,0.606
0.571,0.762,0.247,0.386,0.961,0.461,0.53
0.461,0.878,0.227,0.287,0.94,0.382,0.455
0.401,0.905,0.247,0.298,0.961,0.342,0.429
0.256,0.899,0.277,0.275,0.95,0.303,0.379
0.125,0.873,0.267,0.281,0.95,0.237,0.253
0.145,0.783,0.257,0.303,0.905,0.276,0.227
0.17,0.709,0.227,0.331,0.612,0.25,0.202
0.135,0.63,0.257,0.314,0.273,0.303,0.202
0.17,0.561,0.287,0.298,0.157,0.263,0.202
0.165,0.429,0.158,0.259,0.126,0.211,0.177
0.236,0.291,0.069,0.187,0.217,0.118,0.126
0.195,0.153,0.04,0.226,0.293,0.171,0.101
0.15,0.106,0.03,0.182,0.349,0.145,0.051
0.06,0.053,0.03,0.017,0.177,0.039,0
0.04,0.048,0.01,0,0.177,0,0
0.055,0.016,0,0,0.147,0,0
0.075,0,0,0,0.212,0.039,0
0,0.016,0.01,0.006,0.212,0.053,0.025
0,0.048,0.03,0,0.278,0.039,0.025
0,0.074,0.089,0,0.056,0.039,0.051
0.005,0.074,0.138,0,0.03,0.053,0.101
0,0.101,0.198,0,0.01,0.026,0.126
0.04,0.106,0.356,0,0,0.026,0.126
0.04,0.101,0.603,0.011,0,0.158,0.227
0.035,0.069,0.445,0.055,0,0.316,0.227
0.035,0.058,0.642,0.127,0.03,0.224,0.202
0.045,0.026,0.573,0.149,0.086,0.197,0.202
0.075,0,0.356,0.039,0.121,0.092,0.126
0.135,0,0.306,0.006,0.187,0.039,0.101
0.06,0,0.128,0.011,0.217,0.026,0.051
0.035,0,0.089,0.022,0.212,0.039,0.076
0.025,0.011,0.059,0.044,0.243,0.053,0.025
0.015,0.021,0.168,0.039,0.258,0.066,0.025
0.005,0.053,0.474,0.006,0.354,0.053,0.076
0,0.016,0.593,0.055,0.157,0.053,0
0,0.005,0.484,0.033,0.182,0.039,0
0.015,0.058,0.455,0.055,0.157,0.026,0
0.01,0.106,0.415,0.154,0.187,0.066,0
0.005,0.074,0.356,0.182,0.248,0.118,0.051
0.045,0.222,0.257,0.039,0.369,0.092,0.076
0.055,0.349,0.445,0.066,0.435,0.092,0.076
0.03,0.164,0.415,0.138,0.46,0.079,0.051
0.005,0.132,0.504,0.121,0.501,0.224,0.051
0.005,0.164,0.464,0.11,0.399,0.224,0.101
0.005,0.333,0.425,0.375,0.202,0.461,0.253
0.005,0.571,0.316,0.364,0.076,0.487,0.505
0.005,0.376,0.257,0.182,0.126,0.303,0.253
0.005,0.159,0.208,0.099,0.162,0.145,0.126
0,0.217,0.188,0.094,0.101,0.145,0.051
0.005,0.429,0.287,0.187,0.142,0.197,0.076
0,0.757,0.504,0.402,0.222,0.408,0.429
0,0.757,0.306,0.331,0.187,0.263,0.303
0,0.783,0.247,0.441,0.167,0.368,0.505
0.01,0.762,0.672,0.672,0.207,0.645,0.631
0.075,0.783,0.8,0.661,0.308,0.671,0.657
0.075,0.847,0.929,0.612,0.339,0.605,0.657
0.04,0.825,0.929,0.848,0.324,0.724,0.859
0.025,0.905,0.939,0.689,0.435,0.75,0.909
0.06,0.884,0.949,0.529,0.667,0.645,0.833
0.09,0.841,0.879,0.534,0.592,0.697,0.833
0.095,0.81,0.731,0.661,0.531,0.632,0.732
0.08,0.762,0.514,0.656,0.49,0.592,0.783
0.105,0.646,0.603,0.694,0.182,0.645,0.808
0.105,0.677,0.632,0.766,0.051,0.724,0.783
0.105,0.709,0.563,0.777,0.046,0.789,0.783
0.115,0.714,0.237,0.815,0.005,0.75,0.783
0.14,0.614,0.326,0.793,0,0.724,0.808
0.15,0.429,0.326,0.782,0,0.75,0.808
0.145,0.402,0.267,0.716,0,0.75,0.833
0.251,0.333,0.395,0.7,0.177,0.697,0.833
0.261,0.323,0.494,0.496,0.789,0.566,0.808
0.241,0.307,0.623,0.413,0.89,0.487,0.732
0.226,0.238,0.652,0.512,0.9,0.408,0.758
0.276,0.317,0.593,0.419,0.88,0.474,0.682
0.306,0.635,0.464,0.468,0.774,0.487,0.505
0.19,0.709,0.395,0.446,0.677,0.368,0.48
0.16,0.72,0.277,0.551,0.531,0.487,0.556
0.11,0.714,0.208,0.623,0.511,0.487,0.48
0.065,0.677,0.168,0.7,0.657,0.513,0.53
0.035,0.582,0.099,0.689,0.784,0.553,0.53
0.035,0.466,0.049,0.672,0.794,0.5,0.556
0.08,0.36,0.069,0.628,0.829,0.526,0.581
0.105,0.233,0.059,0.672,0.627,0.447,0.505
0.105,0.143,0.089,0.623,0.758,0.461,0.48
0.11,0.037,0.069,0.567,0.576,0.355,0.48
0.145,0.037,0.04,0.386,0.329,0.421,0.379
0.15,0.053,0.04,0.248,0.116,0.382,0.404
0.16,0.016,0.02,0.083,0.187,0.395,0.303
0.15,0.042,0.03,0.066,0.217,0.197,0.177
0.095,0.037,0.01,0.094,0.192,0.092,0.076
0.005,0.063,0,0.154,0.248,0.118,0.025
0,0.116,0,0.275,0.182,0.184,0.076
0,0.164,0.01,0.27,0.116,0.184,0.101
0,0.175,0,0.309,0.071,0.132,0.076
0,0.296,0,0.176,0.056,0.158,0.051
0,0.344,0,0.033,0.106,0.118,0.025
0,0.201,0,0.072,0.101,0.079,0.076
0,0.106,0,0.044,0.035,0.079,0.101
0,0.101,0,0.017,0.025,0.079,0.076
0,0.095,0,0.039,0.005,0.066,0.051
0,0.18,0,0.011,0,0.066,0.076
0,0.19,0,0,0,0.079,0.126
0,0.233,0,0,0,0.079,0.152
0,0.254,0.01,0.022,0,0.092,0.152
0.005,0.45,0.059,0.044,0,0.105,0.177
0,0.55,0.099,0.044,0,0.092,0.253
0.025,0.593,0.089,0.05,0,0.118,0.354
0.055,0.566,0.119,0.044,0,0.184,0.278
0.08,0.55,0.119,0.132,0,0.184,0.202
0.035,0.376,0.158,0.138,0,0.158,0.227
0.05,0.402,0.089,0.149,0,0.171,0.354
0.08,0.333,0.079,0.231,0,0.184,0.379
0.055,0.222,0.168,0.231,0,0.224,0.404
0.05,0.28,0.168,0.253,0.005,0.316,0.505
0.03,0.212,0.178,0.242,0.015,0.368,0.48
0.025,0.291,0.148,0.38,0.015,0.263,0.53
0.03,0.265,0.217,0.386,0.01,0.368,0.53
0.045,0.328,0.178,0.452,0.005,0.447,0.657
0.05,0.434,0.198,0.408,0,0.447,0.581
0.04,0.413,0.316,0.342,0,0.434,0.657
0.055,0.37,0.474,0.314,0.005,0.368,0.556
0.07,0.138,0.504,0.27,0.015,0.289,0.53
0.07,0.037,0.662,0.209,0.02,0.276,0.455
0.09,0.069,0.85,0.193,0.02,0.25,0.429
0.11,0.069,0.929,0.182,0.03,0.263,0.354
0.11,0.095,0.939,0.176,0.081,0.211,0.303
0.12,0.021,0.949,0.209,0.116,0.224,0.379
0.206,0.074,0.949,0.259,0.147,0.237,0.429
0.271,0.079,0.949,0.281,0.111,0.276,0.379
0.251,0.079,0.949,0.298,0.121,0.263,0.404
0.236,0.063,0.968,0.275,0.182,0.263,0.505
0.19,0.09,0.968,0.264,0.121,0.276,0.556
0.09,0.122,0.909,0.242,0.121,0.303,0.606
0.035,0.143,0.791,0.143,0.126,0.237,0.505
0.025,0.18,0.613,0.193,0.182,0.145,0.354
0.025,0.19,0.455,0.215,0.187,0.118,0.328
0.03,0.148,0.346,0.253,0.258,0.092,0.278
0.035,0.19,0.277,0.298,0.278,0.105,0.202
0.07,0.19,0.217,0.391,0.298,0.237,0.278
0.115,0.079,0.277,0.369,0.298,0.276,0.227
0.241,0.016,0.375,0.281,0.288,0.329,0.177
0.266,0.037,0.375,0.215,0.364,0.316,0.253
0.261,0.032,0.287,0.231,0.313,0.276,0.354
0.175,0.016,0.237,0.22,0.339,0.171,0.328
0.135,0.026,0.217,0.143,0.344,0.171,0.404
0.09,0.032,0.366,0.033,0.364,0.145,0.253
0.12,0.042,0.385,0.017,0.293,0.118,0.076
0.13,0.058,0.464,0.011,0.248,0.079,0.025
0.11,0.032,0.484,0,0.298,0.026,0.025
0.08,0.005,0.385,0.011,0.531,0.026,0
0.105,0.063,0.267,0.011,0.607,0.039,0
0.12,0.175,0.217,0.011,0.576,0.066,0.076
0.12,0.212,0.227,0.028,0.657,0.053,0.076
0.155,0.217,0.277,0.022,0.657,0.013,0.051
0.135,0.217,0.306,0.017,0.369,0,0
0.06,0.132,0.227,0,0.263,0,0
0.02,0.079,0.148,0,0.313,0.013,0
0,0.085,0.099,0,0.283,0.026,0
0,0.228,0.04,0,0.268,0.026,0
0,0.228,0.01,0,0.278,0.013,0
0,0.206,0.03,0,0.344,0,0
0,0.243,0.03,0,0.379,0,0
0,0.28,0,0,0.228,0,0
0.035,0.254,0,0,0.101,0,0
0.1,0.206,0,0,0.071,0,0
0.07,0.138,0.02,0,0.056,0,0
0.045,0.079,0.109,0.006,0.091,0.039,0
0.005,0.011,0.138,0.022,0.066,0.079,0
0,0.005,0.099,0.006,0.086,0.053,0
0,0,0.04,0.165,0.106,0.066,0
0.02,0,0.02,0.441,0.111,0.421,0
0.05,0.026,0.01,0.402,0.167,0.421,0.278
0.105,0.048,0.02,0.38,0.187,0.276,0.227
0.216,0.042,0.03,0.391,0.157,0.184,0.152
0.351,0.011,0.059,0.512,0.157,0.355,0.227
0.221,0,0.128,0.49,0.116,0.25,0.177
0.226,0.005,0.198,0.485,0.101,0.197,0.076
0.271,0.026,0.198,0.468,0.076,0.197,0.076
0.236,0.026,0.287,0.391,0.096,0.211,0.025
0.185,0.069,0.277,0.275,0.187,0.224,0
0.115,0.127,0.227,0.154,0.187,0.132,0
0.07,0.175,0.178,0.132,0.121,0.092,0
0.06,0.153,0.178,0.044,0.091,0.053,0
0.055,0.074,0.168,0.011,0.071,0.013,0
0.04,0.005,0.208,0,0.066,0,0
0.025,0.005,0.168,0.011,0.076,0.013,0
0.02,0,0.247,0.006,0.025,0.066,0
0.015,0,0.257,0.011,0.071,0.079,0
0.02,0.037,0.227,0.011,0.035,0.079,0.025
0,0.037,0.109,0,0,0.105,0.076
0,0.016,0.049,0,0,0.105,0.076
0,0.026,0.059,0,0,0.092,0.076
0,0.026,0.049,0,0.01,0.079,0.051
0,0.021,0.049,0,0.01,0.053,0
0.005,0,0.069,0,0.005,0.026,0
0.005,0,0.079,0,0.01,0,0
0.005,0,0.059,0,0.01,0,0
0.025,0,0.049,0,0.01,0.013,0
0.025,0,0.04,0,0.03,0.013,0
0.06,0,0.049,0,0.051,0.013,0
0.095,0,0.128,0,0.035,0.026,0
0.07,0,0.158,0,0.035,0.026,0
0.045,0,0.188,0,0.046,0.013,0
0.05,0,0.287,0,0.071,0.026,0
0.1,0,0.227,0.006,0.081,0.053,0.025
0.13,0.026,0.306,0.017,0.086,0.105,0.051
0.095,0.026,0.445,0.028,0.091,0.118,0.076
0.105,0.026,0.395,0.077,0.061,0.105,0.101
0.075,0.026,0.375,0.072,0.035,0.079,0.126
0.005,0.005,0.316,0.055,0.035,0.158,0.101
0.05,0,0.257,0.171,0.046,0.158,0.076
0.09,0,0.138,0.204,0.066,0.171,0.126
0.045,0.016,0.03,0.253,0.066,0.224,0.253
0.025,0.069,0.03,0.204,0.051,0.276,0.404
0.07,0.037,0.049,0.116,0.035,0.329,0.328
0.045,0.016,0.089,0.055,0.03,0.184,0.177
0.015,0.032,0.109,0,0.015,0.066,0.051
0.125,0,0.03,0,0.01,0.026,0
0.145,0,0.04,0.006,0.035,0.026,0
0.13,0,0.049,0.033,0.066,0.039,0
0.095,0,0.069,0.028,0.071,0.026,0
0.145,0.011,0.109,0.006,0.071,0.026,0
0.14,0.09,0.148,0,0.131,0.013,0
0.201,0.101,0.158,0.011,0.217,0,0
0.276,0.09,0.099,0.044,0.278,0,0
0.276,0.058,0.04,0.066,0.369,0,0
0.456,0.069,0.03,0.039,0.45,0,0
0.396,0.058,0.04,0.022,0.465,0.013,0
0.321,0.079,0.049,0.017,0.359,0.039,0
0.276,0.164,0.03,0.105,0.278,0.039,0.025
0.231,0.169,0.01,0.116,0.303,0,0
0.16,0.116,0,0.05,0.324,0.013,0
0.165,0.042,0,0.028,0.384,0.013,0
0.256,0.032,0,0.033,0.359,0.013,0
0.271,0.011,0.01,0.099,0.339,0.039,0
0.236,0.005,0,0.11,0.308,0.066,0.025
0.261,0.011,0,0.149,0.212,0.158,0.076
0.296,0.079,0,0.132,0.207,0.171,0.025
0.341,0.243,0,0.088,0.283,0.079,0
0.391,0.291,0,0.077,0.283,0.092,0
0.496,0.148,0,0.132,0.319,0.171,0
0.521,0.101,0,0.116,0.253,0.197,0.126
0.536,0.042,0,0.072,0.217,0.197,0.152
0.481,0.011,0,0.022,0.182,0.118,0.101
0.496,0.011,0.01,0.028,0.167,0.118,0.152
0.466,0.011,0.03,0.022,0.131,0.118,0.152
0.366,0.011,0.059,0.011,0.066,0.066,0.126
0.266,0.053,0.01,0.066,0.046,0.039,0.076
0.291,0.074,0.059,0.011,0.066,0.184,0.051
0.251,0.063,0.069,0.105,0.076,0.145,0.202
0.256,0.201,0.079,0.116,0.061,0.066,0.101
0.175,0.169,0.079,0.039,0.051,0.092,0.025
0.05,0.307,0.109,0.121,0.046,0.066,0
0.03,0.291,0.119,0.187,0.03,0.039,0
0.055,0.291,0.109,0,0.015,0.092,0
0.005,0.259,0.128,0.039,0,0.079,0.025
0,0.249,0.198,0.072,0.005,0.053,0
0,0.392,0.208,0.033,0,0.039,0
0,0.556,0.257,0,0,0.026,0
0,0.688,0.326,0.017,0,0.066,0.051
0,0.746,0.336,0.088,0,0.079,0.051
0,0.492,0.435,0.028,0,0.026,0
0,0.466,0.682,0,0,0.026,0.025
0,0.365,0.662,0.006,0.02,0.053,0.076
0,0.481,0.721,0.028,0.04,0.066,0.126
0,0.608,0.85,0.066,0.04,0.092,0.152
0.015,0.677,0.958,0.226,0.061,0.145,0.202
0.09,0.783,0.968,0.253,0.02,0.132,0.227
0.125,0.73,0.968,0.364,0.005,0.224,0.404
0.105,0.794,0.968,0.435,0.091,0.303,0.429
0.04,0.783,0.968,0.391,0.177,0.342,0.53
0.015,0.889,0.968,0.496,0.288,0.474,0.657
0.015,0.751,0.978,0.534,0.293,0.434,0.833
0.015,0.921,0.978,0.628,0.121,0.526,0.859
0.015,0.958,0.978,0.804,0.137,0.605,0.808
0.025,0.963,0.978,0.843,0.157,0.487,0.808
0.025,0.952,0.978,0.749,0.202,0.539,0.833
0.02,0.958,0.978,0.771,0.228,0.684,0.859
0.025,0.963,0.978,0.86,0.177,0.592,0.808
0.035,0.963,0.978,0.716,0.177,0.724,0.909
0.045,0.942,0.978,0.821,0.293,0.711,0.859
0.08,0.931,0.978,0.716,0.389,0.684,0.934
0.125,0.958,0.978,0.727,0.349,0.75,0.909
0.15,0.947,0.978,0.601,0.298,0.737,0.909
0.155,0.947,0.978,0.59,0.248,0.816,0.934
0.155,0.942,0.978,0.711,0.334,0.855,0.934
0.211,0.958,0.978,0.871,0.258,0.868,0.934
0.471,0.952,0.978,0.904,0.192,0.868,0.96
0.591,0.952,0.978,0.953,0.131,0.868,0.96
0.732,0.947,0.978,0.964,0.222,0.868,0.96
0.842,0.952,0.978,0.975,0.339,0.882,0.96
0.897,0.958,0.968,0.964,0.384,0.868,0.934
0.897,0.952,0.968,0.953,0.399,0.882,0.934
0.917,0.931,0.978,0.959,0.495,0.868,0.934
0.872,0.905,0.968,0.942,0.657,0.868,0.934
0.872,0.899,0.968,0.97,0.804,0.882,0.96
0.877,0.91,0.978,0.97,0.662,0.882,0.96
0.917,0.942,0.978,0.975,0.784,0.882,0.934
0.927,0.947,0.978,0.975,0.688,0.882,0.96
0.917,0.952,0.909,0.975,0.662,0.882,0.96
0.892,0.958,0.889,0.975,0.829,0.882,0.96
0.822,0.958,0.702,0.97,0.662,0.868,0.934
0.747,0.958,0.642,0.937,0.384,0.868,0.934
0.727,0.952,0.494,0.887,0.339,0.868,0.884
0.591,0.91,0.623,0.793,0.339,0.763,0.707
0.516,0.889,0.464,0.678,0.44,0.553,0.53
0.491,0.878,0.356,0.457,0.48,0.579,0.657
0.466,0.725,0.326,0.457,0.546,0.632,0.606
0.366,0.286,0.227,0.457,0.425,0.329,0.253
0.201,0.069,0.346,0.242,0.192,0.105,0.076
0.13,0.011,0.583,0.033,0.137,0.066,0.152
0.005,0.021,0.771,0.039,0.101,0.171,0.202
0.065,0.074,0.949,0.138,0.157,0.263,0.177
0.035,0.053,0.929,0.264,0.116,0.237,0.101
0.01,0.037,0.87,0.154,0.035,0.171,0.152
0,0.048,0.781,0.138,0.01,0.197,0.101
0.005,0.085,0.543,0.077,0.046,0.158,0.126
0.045,0.106,0.257,0.094,0.066,0.224,0.227
0.105,0.127,0.148,0.072,0.061,0.263,0.177
0.095,0.185,0.178,0.099,0.126,0.184,0.202
0.095,0.206,0.326,0.182,0.152,0.263,0.202
0.065,0.243,0.405,0.298,0.101,0.263,0.202
0.065,0.254,0.623,0.198,0.126,0.263,0.152
0.08,0.175,0.642,0.231,0.137,0.184,0.101
0.065,0.048,0.613,0.165,0.233,0.145,0.152
0.07,0.021,0.445,0.176,0.349,0.237,0.202
0.065,0.005,0.514,0.248,0.177,0.289,0.227
0.145,0.048,0.613,0.22,0.01,0.289,0.303
0.296,0.063,0.632,0.259,0.025,0.316,0.354
0.226,0.032,0.553,0.331,0.187,0.25,0.278
0.135,0.021,0.484,0.369,0.081,0.263,0.202
0.105,0.016,0.425,0.325,0.015,0.25,0.354
0.085,0.026,0.237,0.182,0.025,0.461,0.606
0.145,0.011,0.148,0.248,0,0.592,0.707
0.281,0,0.128,0.567,0,0.671,0.581
0.206,0,0.277,0.634,0.005,0.447,0.404
0.341,0,0.287,0.402,0,0.368,0.227
0.226,0,0.356,0.364,0.025,0.303,0.328
0.296,0,0.415,0.424,0.192,0.382,0.303
0.336,0,0.375,0.386,0.273,0.303,0.379
0.271,0,0.287,0.154,0.293,0.211,0.202
0.15,0,0.267,0.044,0.354,0.118,0.152
0.125,0,0.128,0.055,0.586,0.079,0.101
0.085,0.026,0.069,0.077,0.49,0.053,0.177
0.095,0.074,0.069,0.094,0.273,0.118,0.202
0.175,0.09,0.089,0.094,0.137,0.25,0.152
0.291,0.069,0.089,0.182,0.121,0.276,0.303
0.231,0.021,0.089,0.099,0.091,0.145,0.177
0.1,0.053,0.148,0,0.101,0.118,0.152
0.08,0.063,0.316,0.033,0.066,0.092,0.152
0.04,0.053,0.445,0.083,0.051,0.132,0.126
0.04,0.074,0.603,0.127,0.04,0.25,0.303
0.1,0.122,0.771,0.237,0,0.487,0.455
0.15,0.275,0.741,0.226,0,0.566,0.53
0.261,0.365,0.721,0.457,0.025,0.605,0.53
0.436,0.376,0.82,0.678,0.061,0.697,0.707
0.551,0.587,0.85,0.705,0.111,0.487,0.505
0.566,0.704,0.889,0.512,0.126,0.263,0.278
0.596,0.794,0.958,0.452,0.167,0.461,0.53
0.551,0.836,0.949,0.545,0.303,0.671,0.783
0.491,0.81,0.978,0.799,0.445,0.855,0.909
0.476,0.841,0.968,0.893,0.389,0.868,0.934
0.607,0.841,0.978,0.915,0.374,0.882,0.934
0.652,0.873,0.978,0.931,0.379,0.882,0.934
0.717,0.857,0.978,0.942,0.657,0.882,0.934
0.792,0.857,0.978,0.964,0.642,0.882,0.96
0.867,0.873,0.939,0.959,0.41,0.882,0.934
0.872,0.714,0.939,0.97,0.233,0.882,0.934
0.892,0.556,0.958,0.953,0.04,0.882,0.934
0.882,0.587,0.949,0.959,0.116,0.882,0.934
0.882,0.714,0.949,0.953,0.733,0.882,0.934
0.862,0.614,0.889,0.948,0.91,0.882,0.934
0.847,0.587,0.949,0.92,0.9,0.882,0.934
0.822,0.429,0.968,0.887,0.95,0.868,0.934
0.737,0.259,0.909,0.871,0.885,0.868,0.934
0.677,0.095,0.85,0.81,0.87,0.855,0.934
0.596,0.042,0.85,0.727,0.895,0.855,0.934
0.591,0.042,0.642,0.793,0.875,0.855,0.934
0.561,0.005,0.474,0.854,0.89,0.868,0.934
0.556,0.005,0.395,0.882,0.829,0.868,0.859
0.491,0.005,0.553,0.771,0.789,0.842,0.732
0.386,0.042,0.326,0.601,0.774,0.816,0.606
0.296,0.132,0.336,0.347,0.667,0.75,0.606
0.185,0.116,0.326,0.292,0.586,0.632,0.455
0.175,0.074,0.277,0.094,0.455,0.434,0.227
0.286,0.016,0.099,0,0.258,0.25,0
0.632,0,0.089,0,0.329,0.013,0
0.461,0,0.079,0,0.288,0.026,0
0.211,0,0.079,0.055,0.415,0.026,0
0.19,0,0.089,0.088,0.455,0.197,0.101
0.19,0,0.049,0.342,0.389,0.316,0.303
0.075,0.074,0.03,0.397,0.561,0.25,0.253
0.075,0.132,0.099,0.32,0.47,0.316,0.303
0.135,0.143,0.158,0.22,0.334,0.368,0.253
0.311,0.175,0.099,0.171,0.475,0.421,0.303
0.356,0.153,0.178,0.187,0.339,0.395,0.152
0.216,0.074,0.109,0.253,0.197,0.224,0.126
0.17,0.143,0.168,0.231,0.051,0.197,0.126
0.236,0.18,0.148,0.242,0.03,0.158,0.101
0.261,0.164,0.128,0.259,0.02,0.158,0.152
0.366,0.106,0.099,0.237,0.005,0.25,0.177
0.311,0.085,0.089,0.22,0,0.25,0.126
0.256,0.095,0.089,0.314,0,0.237,0.303
0.406,0.122,0.198,0.38,0,0.211,0.303
0.461,0.164,0.287,0.397,0,0.276,0.379
0.602,0.196,0.623,0.474,0,0.316,0.303
0.451,0.153,0.425,0.479,0.051,0.329,0.505
0.236,0.312,0.435,0.435,0.091,0.513,0.556
0.231,0.286,0.375,0.479,0.192,0.618,0.429
0.476,0.238,0.366,0.507,0.177,0.526,0.379
0.451,0.228,0.326,0.749,0.126,0.539,0.455
0.356,0.302,0.119,0.59,0.091,0.461,0.379
0.211,0.333,0.089,0.446,0.02,0.526,0.455
0.201,0.423,0.069,0.397,0.025,0.434,0.404
0.145,0.386,0.119,0.391,0.076,0.342,0.303
0.18,0.386,0.198,0.336,0.248,0.342,0.354
